,artist,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
262,The Weeknd,Double Or Nothing (& Metro Boomin),2,42XnD59SFcomCJu55EPhqJ,Big Bidness (& Metro Boomin),spotify:track:42XnD59SFcomCJu55EPhqJ,0.123,0.657,0.579,0.0,0.102,-10.463,0.275,84.985,0.146,42
263,The Weeknd,Double Or Nothing (& Metro Boomin),3,7dHui7yOhsoj7HdWSuJTW7,Who's Stopping Me (& Metro Boomin),spotify:track:7dHui7yOhsoj7HdWSuJTW7,0.425,0.664,0.552,0.0,0.0757,-10.479,0.306,99.721,0.763,48
264,The Weeknd,Double Or Nothing (& Metro Boomin),4,7DuvVy7JfFgXwWlVzyyPys,Pull Up N Wreck (& Metro Boomin),spotify:track:7DuvVy7JfFgXwWlVzyyPys,0.00806,0.49,0.44,0.00103,0.186,-7.76,0.353,173.095,0.091,49
265,The Weeknd,Double Or Nothing (& Metro Boomin),5,0fWBFDRTIuk8ZgNdZqhCer,So Good (& Metro Boomin),spotify:track:0fWBFDRTIuk8ZgNdZqhCer,0.0144,0.619,0.404,0.0,0.115,-8.333,0.441,90.008,0.566,54
266,The Weeknd,Double Or Nothing (& Metro Boomin),6,6Vur2D5ks3pdAZqqmLIeab,Savage Time (& Metro Boomin),spotify:track:6Vur2D5ks3pdAZqqmLIeab,0.184,0.508,0.496,0.0,0.333,-9.514,0.348,147.007,0.237,41
267,The Weeknd,Double Or Nothing (& Metro Boomin),7,5cHorcEr5z7GC0DjKxiWF1,Even The Odds (& Metro Boomin),spotify:track:5cHorcEr5z7GC0DjKxiWF1,0.435,0.562,0.476,0.0,0.101,-12.155,0.246,144.2,0.185,36
268,The Weeknd,Double Or Nothing (& Metro Boomin),8,5bq7cr4wjs9LaK7V7onc5F,In Tune (& Metro Boomin),spotify:track:5bq7cr4wjs9LaK7V7onc5F,0.336,0.576,0.448,8.41e-05,0.129,-11.382,0.319,77.113,0.13,40
269,The Weeknd,Double Or Nothing (& Metro Boomin),9,4GvhvCrqxhpyMBUzwdDC0T,Reason (& Metro Boomin),spotify:track:4GvhvCrqxhpyMBUzwdDC0T,0.0287,0.677,0.623,8.88e-05,0.147,-7.544,0.193,157.011,0.512,39
270,The Weeknd,Double Or Nothing (& Metro Boomin),10,6LotTSj4ATgXgke2ktLC1O,"No Hearts, No Love (& Metro Boomin)",spotify:track:6LotTSj4ATgXgke2ktLC1O,0.0271,0.384,0.705,0.00681,0.316,-7.99,0.254,83.601,0.266,41
281,The Weeknd,Without Warning,1,5u6vkDnOyaf8LsteDAj2ub,Ghostface Killers (feat. Travis Scott),spotify:track:5u6vkDnOyaf8LsteDAj2ub,0.333,0.782,0.435,1.31e-05,0.342,-7.033,0.156,82.996,0.242,68
282,The Weeknd,Without Warning,2,0tdCy39PgWN8LFWu34ORn3,Rap Saved Me (feat. Quavo),spotify:track:0tdCy39PgWN8LFWu34ORn3,0.00525,0.845,0.399,0.741,0.102,-7.509,0.312,143.049,0.148,64
283,The Weeknd,Without Warning,3,7sO5G9EABYOXQKNPNiE9NR,Ric Flair Drip (with Metro Boomin),spotify:track:7sO5G9EABYOXQKNPNiE9NR,0.149,0.88,0.428,5.05e-05,0.114,-8.28,0.206,100.007,0.333,80
284,The Weeknd,Without Warning,4,2D2w9943rsnJOGCrI4aMQp,My Choppa Hate Niggas,spotify:track:2D2w9943rsnJOGCrI4aMQp,0.0974,0.862,0.274,0.185,0.183,-5.818,0.416,77.492,0.154,67
285,The Weeknd,Without Warning,5,7LAhKXDNWwq3CmnFP3UIOP,Nightmare,spotify:track:7LAhKXDNWwq3CmnFP3UIOP,0.443,0.739,0.405,0.207,0.158,-10.897,0.085,157.09,0.128,57
286,The Weeknd,Without Warning,6,6HR1z11h0ROUlWP4Kx8Z7G,Mad Stalkers,spotify:track:6HR1z11h0ROUlWP4Kx8Z7G,0.147,0.9,0.365,0.185,0.179,-6.395,0.236,135.004,0.136,59
287,The Weeknd,Without Warning,7,3oxCefEI6Tc6Z6t20J4IvH,Disrespectful,spotify:track:3oxCefEI6Tc6Z6t20J4IvH,0.354,0.799,0.381,3.11e-06,0.135,-7.147,0.465,158.021,0.0488,58
288,The Weeknd,Without Warning,8,7vbjH8laThXpcBXeLNPm3M,Run Up the Racks,spotify:track:7vbjH8laThXpcBXeLNPm3M,0.141,0.824,0.364,0.305,0.195,-7.635,0.121,153.028,0.177,52
289,The Weeknd,Without Warning,9,6m6Oy3F6GG0zRwH03rWmTv,Still Serving,spotify:track:6m6Oy3F6GG0zRwH03rWmTv,0.413,0.926,0.544,9.54e-05,0.112,-6.827,0.0726,115.956,0.656,54
290,The Weeknd,Without Warning,10,7vg47qMIEdLfNdTE3WLf0T,Darth Vader,spotify:track:7vg47qMIEdLfNdTE3WLf0T,0.554,0.726,0.284,0.0176,0.121,-10.494,0.391,151.004,0.144,53
293,The Weeknd,Without Warning,3,0K9s4JMb3Xl9SoHaf2qoL6,Ric Flair Drip,spotify:track:0K9s4JMb3Xl9SoHaf2qoL6,0.167,0.882,0.421,0.000404,0.114,-8.326,0.153,100.045,0.318,35
294,The Weeknd,Without Warning,4,7s7tYmnibaD3BlT4pFDF1T,My Choppa Hate N****s,spotify:track:7s7tYmnibaD3BlT4pFDF1T,0.127,0.862,0.265,0.519,0.167,-5.894,0.46,77.473,0.14,20
316,The Weeknd,Perfect Timing,1,5Od0M7jp6IODTPW0cygHgu,Perfect Timing (Intro),spotify:track:5Od0M7jp6IODTPW0cygHgu,0.0737,0.784,0.476,0.000779,0.221,-9.963,0.328,77.059,0.187,48
317,The Weeknd,Perfect Timing,2,6HbGKJJqQ67K2TwzOndeTj,I Don't Care,spotify:track:6HbGKJJqQ67K2TwzOndeTj,0.392,0.826,0.426,1.77e-06,0.172,-9.426,0.238,121.094,0.316,43
318,The Weeknd,Perfect Timing,3,0gHcxtyWQT0HrlGxaxP1KT,Hit,spotify:track:0gHcxtyWQT0HrlGxaxP1KT,0.206,0.871,0.682,0.0548,0.132,-9.113,0.17,140.084,0.639,54
319,The Weeknd,Perfect Timing,4,4EbULzyWMuFx94aoIY1MlJ,A$AP Ferg,spotify:track:4EbULzyWMuFx94aoIY1MlJ,0.169,0.58,0.407,0.0,0.082,-8.804,0.43,140.023,0.239,49
320,The Weeknd,Perfect Timing,5,0jiW3PNiHJxOhWh9oPBJ7m,Held Me Down,spotify:track:0jiW3PNiHJxOhWh9oPBJ7m,0.483,0.826,0.422,0.0,0.108,-8.217,0.11,119.997,0.223,57
321,The Weeknd,Perfect Timing,6,3JWh19WsndEFg0UFRFeTiU,Minute,spotify:track:3JWh19WsndEFg0UFRFeTiU,0.0919,0.68,0.549,7.14e-05,0.548,-8.277,0.244,162.874,0.29,59
322,The Weeknd,Perfect Timing,7,4KvXkK07Xyxix6k4Hi60Ia,Did You See NAV?,spotify:track:4KvXkK07Xyxix6k4Hi60Ia,0.0122,0.883,0.456,7.19e-05,0.114,-8.338,0.0664,130.445,0.13,44
323,The Weeknd,Perfect Timing,8,0ttf5LBdTiu8GSQH7J1jJW,Bring It Back,spotify:track:0ttf5LBdTiu8GSQH7J1jJW,0.134,0.757,0.498,0.000366,0.133,-8.482,0.253,145.067,0.317,40
324,The Weeknd,Perfect Timing,9,0RRAHU9Dkui4ZuroPk7XF3,Both Sides,spotify:track:0RRAHU9Dkui4ZuroPk7XF3,0.289,0.751,0.483,0.000342,0.197,-8.744,0.311,140.099,0.274,46
325,The Weeknd,Perfect Timing,10,1xpXnpIpuvzpx9jz15baJF,Call Me,spotify:track:1xpXnpIpuvzpx9jz15baJF,0.411,0.678,0.395,0.00544,0.122,-8.639,0.12,170.065,0.136,62
326,The Weeknd,Perfect Timing,11,727Ya71RqL4oMkSLly18sA,You Know,spotify:track:727Ya71RqL4oMkSLly18sA,0.0681,0.858,0.348,0.0,0.0938,-11.152,0.241,120.997,0.109,40
327,The Weeknd,Perfect Timing,12,2pVfXuFewT3uSQEUTeIXgz,Rich,spotify:track:2pVfXuFewT3uSQEUTeIXgz,0.0748,0.74,0.543,1.09e-05,0.1,-7.845,0.0639,152.003,0.175,41
328,The Weeknd,Perfect Timing,13,4Reuxx2B7DFQwp9lDSMMKP,Need Some,spotify:track:4Reuxx2B7DFQwp9lDSMMKP,0.114,0.772,0.324,6.63e-06,0.245,-10.75,0.321,148.226,0.271,40
329,The Weeknd,Perfect Timing,14,5DdZBFXxrE6XeMFV3wmuAl,I Am,spotify:track:5DdZBFXxrE6XeMFV3wmuAl,0.103,0.632,0.47,5.16e-05,0.0927,-9.197,0.0671,142.112,0.138,43
330,The Weeknd,Perfect Timing,15,4E7QkOCYzWYb7trOJWsYuS,NAVUZIMETRO#PT2,spotify:track:4E7QkOCYzWYb7trOJWsYuS,0.201,0.853,0.56,0.0,0.155,-9.87,0.408,140.102,0.372,47
331,The Weeknd,Savage Mode,1,2kE82JhBcoS7mimFO1SqqX,No Advance,spotify:track:2kE82JhBcoS7mimFO1SqqX,0.104,0.829,0.357,8.35e-05,0.0799,-11.543,0.28,108.09,0.0391,56
332,The Weeknd,Savage Mode,2,4gmmRb6bZJffOOiww1JGTO,No Heart,spotify:track:4gmmRb6bZJffOOiww1JGTO,0.136,0.906,0.444,6.44e-05,0.173,-8.692,0.384,140.063,0.678,71
333,The Weeknd,Savage Mode,3,6fwdbPMwP1zVStm8FybmkO,X (feat. Future),spotify:track:6fwdbPMwP1zVStm8FybmkO,0.373,0.835,0.413,0.00133,0.101,-9.81,0.396,149.004,0.111,70
334,The Weeknd,Savage Mode,4,52hRcWmjRNFuVJv3Qi7EeF,Savage Mode,spotify:track:52hRcWmjRNFuVJv3Qi7EeF,0.199,0.782,0.359,0.00105,0.106,-9.335,0.283,143.041,0.0708,56
335,The Weeknd,Savage Mode,5,5TvdhNXoHbeGeWtjCYhFuy,Bad Guy,spotify:track:5TvdhNXoHbeGeWtjCYhFuy,0.0158,0.83,0.405,8.61e-06,0.241,-8.484,0.411,147.07,0.188,46
336,The Weeknd,Savage Mode,6,5V57eUQoTrMCZqonhzi8B9,Real Nigga,spotify:track:5V57eUQoTrMCZqonhzi8B9,0.0915,0.87,0.225,0.69,0.197,-10.915,0.362,155.97,0.163,48
337,The Weeknd,Savage Mode,7,6hEHxpZpvZwt1v4NoGwjKr,Mad High,spotify:track:6hEHxpZpvZwt1v4NoGwjKr,0.0189,0.772,0.737,9.39e-05,0.206,-7.648,0.2,149.951,0.533,46
338,The Weeknd,Savage Mode,8,4ujX9kC3UUp26MG0tPhUCz,Feel It,spotify:track:4ujX9kC3UUp26MG0tPhUCz,0.111,0.757,0.448,0.000157,0.154,-9.461,0.115,149.974,0.3,48
339,The Weeknd,Savage Mode,9,1UyLFPOIG7E1OfamPQLOfD,Ocean Drive,spotify:track:1UyLFPOIG7E1OfamPQLOfD,0.126,0.764,0.525,0.000545,0.116,-7.486,0.181,137.984,0.136,56
340,The Weeknd,19 & Boomin,1,78n79LrVMjVafygKDuif9O,Future Speaks,spotify:track:78n79LrVMjVafygKDuif9O,0.377,0.66,0.334,0.0872,0.183,-9.815,0.0444,123.02,0.17,26
341,The Weeknd,19 & Boomin,2,2aKOiRtrsX4gYpESKlVeOK,All I Need,spotify:track:2aKOiRtrsX4gYpESKlVeOK,0.000997,0.842,0.534,0.0,0.226,-7.226,0.0619,119.948,0.0948,23
342,The Weeknd,19 & Boomin,3,7dHD6Pi6Y2GTThnPhJ9vhw,Disloyal,spotify:track:7dHD6Pi6Y2GTThnPhJ9vhw,0.00318,0.712,0.665,1.57e-05,0.133,-7.628,0.102,134.932,0.341,20
343,The Weeknd,19 & Boomin,4,3TlFe57RW3iLtdmKitrXIW,You a Drug,spotify:track:3TlFe57RW3iLtdmKitrXIW,0.057,0.701,0.654,0.0,0.257,-5.938,0.0876,134.896,0.63,27
344,The Weeknd,19 & Boomin,5,0NkVMeTGNFixQBr7SHmoBl,Metro Boomin Interlude,spotify:track:0NkVMeTGNFixQBr7SHmoBl,0.0032,0.853,0.417,0.611,0.138,-9.253,0.0444,126.988,0.25,20
345,The Weeknd,19 & Boomin,6,75uhtyAfQrdudILwlIbmC4,Some More,spotify:track:75uhtyAfQrdudILwlIbmC4,0.00202,0.777,0.654,3.35e-05,0.162,-6.69,0.0406,135.002,0.417,32
346,The Weeknd,19 & Boomin,7,6rbwPDvzg4WTrt3ptrA1Nr,Mink on the Floor,spotify:track:6rbwPDvzg4WTrt3ptrA1Nr,0.145,0.577,0.449,8.37e-05,0.328,-10.9,0.134,124.93,0.251,19
347,The Weeknd,19 & Boomin,8,4qN7THm0tKoptJCH2wLTdB,Mo,spotify:track:4qN7THm0tKoptJCH2wLTdB,0.341,0.766,0.504,0.0,0.0694,-5.938,0.0384,137.031,0.287,19
348,The Weeknd,19 & Boomin,9,4hztck65Rv6kfVocEo7b3w,Fresh for the Love,spotify:track:4hztck65Rv6kfVocEo7b3w,0.301,0.794,0.644,0.0,0.235,-5.846,0.24,142.092,0.353,21
349,The Weeknd,19 & Boomin,10,14trLxHCfpIQCSLWYCX5cI,April Fools,spotify:track:14trLxHCfpIQCSLWYCX5cI,0.155,0.787,0.528,0.0,0.0863,-6.379,0.0465,127.027,0.407,18
350,The Weeknd,19 & Boomin,11,3aaofeNe7LLlfirHxyQ7pA,Up and Down,spotify:track:3aaofeNe7LLlfirHxyQ7pA,0.205,0.772,0.25,0.0,0.138,-13.258,0.4,135.083,0.0627,19
351,The Weeknd,19 & Boomin,12,3VmLTAude0RtCx6thki41G,No Sleep,spotify:track:3VmLTAude0RtCx6thki41G,0.0947,0.722,0.577,0.0,0.0775,-5.991,0.0787,137.974,0.365,18
352,The Weeknd,19 & Boomin,13,7wvWRHdhw6k3kB2DY75HPL,Can't See 'Em,spotify:track:7wvWRHdhw6k3kB2DY75HPL,0.0324,0.661,0.636,6.48e-06,0.383,-8.011,0.0767,132.013,0.148,21
353,The Weeknd,19 & Boomin,14,78WriHaRnPZkPFGypr1oRl,Serious,spotify:track:78WriHaRnPZkPFGypr1oRl,0.0534,0.731,0.72,0.0,0.074,-7.32,0.295,140.006,0.205,18
354,The Weeknd,19 & Boomin,15,1E7q70bCw1FsGI9rr8RkcP,Fuck the Rap Game,spotify:track:1E7q70bCw1FsGI9rr8RkcP,0.0246,0.876,0.375,0.0,0.254,-11.355,0.27,133.997,0.341,18
355,The Weeknd,19 & Boomin,16,0NbvNgZuJmZM1lWiJVzAsY,Money Do,spotify:track:0NbvNgZuJmZM1lWiJVzAsY,0.279,0.668,0.442,0.0,0.0668,-10.573,0.302,124.224,0.168,18
356,The Weeknd,19 & Boomin,17,4IPAxbmUAlrnjWBQfMEjPr,Chanel Vintage,spotify:track:4IPAxbmUAlrnjWBQfMEjPr,0.0254,0.831,0.657,0.0,0.478,-5.266,0.26,134.978,0.193,25
